Time,GPIO6
0.021708498,1.0
0.02175253,1.0
0.021796564,1.0
0.021840597,1.0
0.021884631,1.0
0.021928664,1.0
0.021972697,1.0
0.022016732,1.0
0.022060765,1.0
0.022104798,1.0
0.02214883,1.0
0.022192866,1.0
0.022236899,1.0
0.022280931,1.0
0.022324966,1.0
0.022369,1.0
0.022413032,1.0
0.022457065,1.0
0.0225011,1.0
0.022545133,1.0
0.022589166,1.0
0.0226332,1.0
0.022677233,1.0
0.022721266,1.0
0.0227653,1.0
0.022809334,1.0
0.022853367,1.0
0.0228974,1.0
0.022941435,1.0
0.022985468,1.0
0.0230295,1.0
0.023073534,1.0
0.023117568,1.0
0.023161601,1.0
0.023205634,1.0
0.023249669,1.0
0.023293702,1.0
0.023337735,1.0
0.023381768,1.0
0.023425803,1.0
0.023469836,1.0
0.023513868,1.0
0.023557903,1.0
0.023601936,1.0
0.02364597,1.0
0.023690002,1.0
0.023734037,1.0
0.02377807,1.0
0.023822103,1.0
0.023866137,1.0
0.02391017,1.0
0.023954203,1.0
0.023998236,1.0
0.024042271,1.0
0.024086304,1.0
0.024130337,1.0
0.024174372,1.0
0.024218405,1.0
0.024262438,1.0
0.02430647,1.0
0.024350505,1.0
0.024394538,1.0
0.024438571,1.0
0.024482606,1.0
0.024526639,1.0
0.024570672,1.0
0.024614705,1.0
0.02465874,1.0
0.024702772,1.0
0.024746805,1.0
0.02479084,1.0
0.024834873,1.0
0.024878906,1.0
0.024922939,1.0
0.024966974,1.0
0.025011007,1.0
0.02505504,1.0
0.025099074,1.0
0.025143107,1.0
0.02518714,1.0
0.025231173,1.0
0.025275208,1.0
0.025319241,1.0
0.025363274,1.0
0.025407309,1.0
0.025451342,1.0
0.025495375,1.0
0.025539408,1.0
0.025583442,1.0
0.025627475,1.0
0.025671508,1.0
0.025715543,1.0
0.025759576,1.0
0.025803609,1.0
0.025847642,1.0
0.025891677,1.0
0.02593571,1.0
0.025979742,1.0
0.026023777,1.0
0.02606781,1.0
0.026111843,1.0
0.026155876,1.0
0.02619991,1.0
0.026243944,1.0
0.026287977,1.0
0.026332011,1.0
0.026376044,1.0
0.026420077,1.0
0.02646411,1.0
0.026508145,1.0
0.026552178,1.0
0.02659621,1.0
0.026640246,1.0
0.026684279,1.0
0.026728312,1.0
0.026772344,1.0
0.02681638,1.0
0.026860412,1.0
0.026904445,1.0
0.02694848,1.0
0.026992513,1.0
0.027036546,1.0
0.027080579,1.0
0.027124614,1.0
0.027168646,1.0
0.02721268,1.0
0.027256714,1.0
0.027300747,1.0
0.02734478,1.0
0.027388813,1.0
0.027432848,1.0
0.02747688,1.0
0.027520914,1.0
0.027564948,1.0
0.027608981,1.0
0.027653014,1.0
0.027697047,1.0
0.027741082,1.0
0.027785115,1.0
0.027829148,1.0
0.027873183,1.0
0.027917216,1.0
0.027961249,1.0
0.028005281,1.0
0.028049316,1.0
0.02809335,1.0
0.028137382,1.0
0.028181415,1.0
0.02822545,1.0
0.028269483,1.0
0.028313516,1.0
0.02835755,1.0
0.028401583,1.0
0.028445616,1.0
0.02848965,1.0
0.028533684,1.0
0.028577717,1.0
0.02862175,1.0
0.028665785,1.0
0.028709818,1.0
0.02875385,1.0
0.028797884,1.0
0.028841918,1.0
0.028885951,1.0
0.028929984,1.0
0.028974019,1.0
0.029018052,1.0
0.029062085,1.0
0.029106118,1.0
0.029150153,1.0
0.029194186,1.0
0.029238218,1.0
0.029282253,1.0
0.029326286,1.0
0.02937032,1.0
0.029414352,1.0
0.029458387,1.0
0.02950242,1.0
0.029546453,1.0
0.029590487,1.0
0.02963452,1.0
0.029678553,1.0
0.029722586,1.0
0.029766621,1.0
0.029810654,1.0
0.029854687,1.0
0.029898722,1.0
0.029942755,1.0
0.029986788,1.0
0.03003082,1.0
0.030074855,1.0
0.030118888,1.0
0.030162921,1.0
0.030206956,1.0
0.030250989,1.0
0.030295022,1.0
0.030339055,1.0
0.03038309,1.0
0.030427122,1.0
0.030471155,1.0
0.03051519,1.0
0.030559223,1.0
0.030603256,1.0
0.030647289,1.0
0.030691324,1.0
0.030735357,1.0
0.03077939,1.0
0.030823424,1.0
0.030867457,1.0
0.03091149,1.0
0.030955523,1.0
0.030999558,1.0
0.031043591,1.0
0.031087624,1.0
0.031131659,1.0
0.031175692,1.0
0.031219725,1.0
0.031263757,1.0
0.03130779,1.0
0.031351827,1.0
0.03139586,1.0
0.031439893,1.0
0.031483926,1.0
0.03152796,1.0
0.03157199,1.0
0.031616025,1.0
0.03166006,1.0
0.031704094,1.0
0.031748127,1.0
0.03179216,1.0
0.031836193,1.0
0.031880226,1.0
0.03192426,1.0
0.031968296,1.0
0.03201233,1.0
0.03205636,1.0
0.032100394,1.0
0.032144427,1.0
0.03218846,1.0
0.032232493,1.0
0.03227653,1.0
0.032320563,1.0
0.032364596,1.0
0.03240863,1.0
0.03245266,1.0
0.032496694,1.0
0.032540727,1.0
0.032584764,1.0
0.032628797,1.0
0.03267283,1.0
0.032716863,1.0
0.032760896,1.0
0.03280493,1.0
0.03284896,1.0
0.032893,1.0
0.03293703,1.0
0.032981064,1.0
0.033025097,1.0
0.03306913,1.0
0.033113163,1.0
0.033157196,1.0
0.033201233,1.0
0.033245265,1.0
0.0332893,1.0
0.03333333,1.0
0.033377364,1.0
0.033421397,1.0
0.03346543,1.0
0.033509467,1.0
0.0335535,1.0
0.033597533,1.0
0.033641566,1.0
0.0336856,1.0
0.03372963,1.0
0.033773664,1.0
0.0338177,1.0
0.033861734,1.0
0.033905767,1.0
0.0339498,1.0
0.033993833,1.0
0.034037866,1.0
0.0340819,1.0
0.03412593,1.0
0.03416997,1.0
0.034214,1.0
0.034258034,1.0
0.034302067,1.0
0.0343461,1.0
0.034390133,1.0
0.034434166,1.0
0.034478202,1.0
0.034522235,1.0
0.03456627,1.0
0.0346103,1.0
0.034654334,1.0
0.034698367,1.0
0.0347424,1.0
0.034786437,1.0
0.03483047,1.0
0.034874503,1.0
0.034918536,1.0
0.03496257,1.0
0.0350066,1.0
0.035050634,1.0
0.03509467,1.0
0.035138704,1.0
0.035182737,1.0
0.03522677,1.0
0.035270803,1.0
0.035314836,1.0
0.03535887,1.0
0.035402905,1.0
0.035446938,1.0
0.03549097,1.0
0.035535004,1.0
0.035579037,1.0
0.03562307,1.0
0.035667103,1.0
0.03571114,1.0
0.035755172,1.0
0.035799205,1.0
0.03584324,1.0
0.03588727,1.0
0.035931304,1.0
0.035975337,1.0
0.036019374,1.0
0.036063407,1.0
0.03610744,1.0
0.036151472,1.0
0.036195505,1.0
0.03623954,1.0
0.03628357,1.0
0.036327608,1.0
0.03637164,1.0
0.036415674,1.0
0.036459707,1.0
0.03650374,1.0
0.036547773,1.0
0.036591806,1.0
0.036635842,1.0
0.036679875,1.0
0.036723908,1.0
0.03676794,1.0
0.036811974,1.0
0.036856007,1.0
0.03690004,1.0
0.036944076,1.0
0.03698811,1.0
0.037032142,1.0
0.037076175,1.0
0.03712021,1.0
0.03716424,1.0
0.037208274,1.0
0.03725231,1.0
0.037296344,1.0
0.037340377,1.0
0.03738441,1.0
0.037428442,1.0
0.037472475,1.0
0.03751651,1.0
0.037560545,1.0
0.037604578,1.0
0.03764861,1.0
0.037692644,1.0
0.037736677,1.0
0.03778071,1.0
0.037824742,1.0
0.03786878,1.0
0.037912812,1.0
0.037956845,1.0
0.038000878,1.0
0.03804491,1.0
0.038088944,1.0
0.038132977,1.0
0.038177013,1.0
0.038221046,1.0
0.03826508,1.0
0.038309112,1.0
0.038353145,1.0
0.038397178,1.0
0.03844121,1.0
0.038485248,1.0
0.03852928,1.0
0.038573314,1.0
0.038617346,1.0
0.03866138,1.0
0.038705412,1.0
0.038749445,1.0
0.038793482,1.0
0.038837515,1.0
0.038881548,1.0
0.03892558,1.0
0.038969614,1.0
0.039013647,1.0
0.03905768,1.0
0.039101716,1.0
0.03914575,1.0
0.039189782,1.0
0.039233815,1.0
0.039277848,1.0
0.03932188,1.0
0.039365914,1.0
0.03940995,1.0
0.039453983,1.0
0.039498016,1.0
0.03954205,1.0
0.039586082,1.0
0.039630115,1.0
0.039674148,1.0
0.039718185,1.0
0.039762218,1.0
0.03980625,1.0
0.039850283,1.0
0.039894316,1.0
0.03993835,1.0
0.039982382,1.0
0.04002642,1.0
0.04007045,1.0
0.040114485,1.0
0.040158518,1.0
0.04020255,1.0
0.040246584,1.0
0.040290616,1.0
0.040334653,1.0
0.040378686,1.0
0.04042272,1.0
0.040466752,1.0
0.040510785,1.0
0.040554818,1.0
0.04059885,1.0
0.040642887,1.0
0.04068692,1.0
0.040730953,1.0
0.040774986,1.0
0.04081902,1.0
0.040863052,1.0
0.040907085,1.0
0.04095112,1.0
0.040995155,1.0
0.041039187,1.0
0.04108322,1.0
0.041127253,1.0
0.041171286,1.0
0.04121532,1.0
0.041259356,1.0
0.04130339,1.0
0.04134742,1.0
0.041391455,1.0
0.041435488,1.0
0.04147952,1.0
0.041523553,1.0
0.04156759,1.0
0.041611623,1.0
0.041655656,1.0
0.04169969,1.0
0.04174372,1.0
0.041787755,1.0
0.041831788,1.0
0.041875824,1.0
0.041919857,1.0
0.04196389,1.0
0.042007923,1.0
0.042051956,1.0
0.04209599,1.0
0.042140022,1.0
0.04218406,1.0
0.04222809,1.0
0.042272124,1.0
0.042316157,1.0
0.04236019,1.0
0.042404223,1.0
0.042448256,1.0
0.042492293,1.0
0.042536326,1.0
0.04258036,1.0
0.04262439,1.0
0.042668425,1.0
0.042712457,1.0
0.04275649,1.0
0.042800527,1.0
0.04284456,1.0
0.042888593,1.0
0.042932626,1.0
0.04297666,1.0
0.04302069,1.0
0.043064725,1.0
0.04310876,1.0
0.043152794,1.0
0.043196827,1.0
0.04324086,1.0
0.043284893,1.0
0.043328926,1.0
0.04337296,1.0
0.043416996,1.0
0.04346103,1.0
0.04350506,1.0
0.043549094,1.0
0.043593127,1.0
0.04363716,1.0
0.043681193,1.0
0.04372523,1.0
0.043769263,1.0
0.043813296,1.0
0.04385733,1.0
0.04390136,1.0
0.043945394,1.0
0.043989427,1.0
0.044033464,1.0
0.044077497,1.0
0.04412153,1.0
0.044165563,1.0
0.044209596,1.0
0.04425363,1.0
0.04429766,1.0
0.0443417,1.0
0.04438573,1.0
0.044429764,1.0
0.044473797,1.0
0.04451783,1.0
0.044561863,1.0
0.044605896,1.0
0.044649933,1.0
0.044693965,1.0
0.044738,1.0
0.04478203,1.0
0.044826064,1.0
0.044870097,1.0
0.04491413,1.0
0.044958167,1.0
0.0450022,1.0
0.045046233,1.0
0.045090266,1.0
0.0451343,1.0
0.04517833,1.0
0.045222364,1.0
0.0452664,1.0
0.045310434,1.0
0.045354467,1.0
0.0453985,1.0
0.045442533,1.0
0.045486566,1.0
0.0455306,1.0
0.045574635,1.0
0.04561867,1.0
0.0456627,1.0
0.045706734,1.0
0.045750767,1.0
0.0457948,1.0
0.045838833,1.0
0.04588287,1.0
0.045926902,1.0
0.045970935,1.0
0.04601497,1.0
0.046059,1.0
0.046103034,1.0
0.046147067,1.0
0.046191104,1.0
0.046235137,1.0
0.04627917,1.0
0.046323203,1.0
0.046367235,1.0
0.04641127,1.0
0.0464553,1.0
0.046499338,1.0
0.04654337,1.0
0.046587404,1.0
0.046631437,1.0
0.04667547,1.0
0.046719503,1.0
0.046763536,1.0
0.046807572,1.0
0.046851605,1.0
0.046895638,1.0
0.04693967,1.0
0.046983704,1.0
0.047027737,1.0
0.04707177,1.0
0.047115806,1.0
0.04715984,1.0
0.047203872,1.0
0.047247905,1.0
0.04729194,1.0
0.04733597,1.0
0.047380004,1.0
0.04742404,1.0
0.047468074,1.0
0.047512107,1.0
0.04755614,1.0
0.047600172,1.0
0.047644205,1.0
0.04768824,1.0
0.047732275,1.0
0.047776308,1.0
0.04782034,1.0
0.047864374,1.0
0.047908407,1.0
0.04795244,1.0
0.047996473,1.0
0.04804051,1.0
0.048084542,1.0
0.048128575,1.0
0.048172608,1.0
0.04821664,1.0
0.048260674,1.0
0.048304707,1.0
0.048348743,1.0
0.048392776,1.0
0.04843681,1.0
0.048480842,1.0
0.048524875,1.0
0.048568908,1.0
0.04861294,1.0
0.048656978,1.0
0.04870101,1.0
0.048745044,1.0
0.048789077,1.0
0.04883311,1.0
0.048877142,1.0
0.048921175,1.0
0.048965212,1.0
0.049009245,1.0
0.049053278,1.0
0.04909731,1.0
0.049141344,1.0
0.049185377,1.0
0.04922941,1.0
0.049273446,1.0
0.04931748,1.0
0.049361512,1.0
0.049405545,1.0
0.049449578,1.0
0.04949361,1.0
0.049537644,1.0
0.04958168,1.0
0.049625713,1.0
0.049669746,1.0
0.04971378,1.0
0.049757812,1.0
0.049801845,1.0
0.049845878,1.0
0.049889915,1.0
0.049933948,1.0
0.04997798,1.0
0.050022013,1.0
0.050066046,1.0
0.05011008,1.0
0.050154112,1.0
0.05019815,1.0
0.050242182,1.0
0.050286215,1.0
0.050330248,1.0
0.05037428,1.0
0.050418314,1.0
0.050462347,1.0
0.050506383,1.0
0.050550416,1.0
0.05059445,1.0
0.050638482,1.0
0.050682515,1.0
0.050726548,1.0
0.05077058,1.0
0.050814617,1.0
0.05085865,1.0
0.050902683,1.0
0.050946716,1.0
0.05099075,1.0
0.051034782,1.0
0.051078815,1.0
0.05112285,1.0
0.051166885,1.0
0.051210918,1.0
0.05125495,1.0
0.051298983,1.0
0.051343016,1.0
0.05138705,1.0
0.051431086,1.0
0.05147512,1.0
0.05151915,1.0
0.051563185,1.0
0.051607218,1.0
0.05165125,1.0
0.051695284,1.0
0.05173932,1.0
0.051783353,1.0
0.051827386,1.0
0.05187142,1.0
0.051915452,1.0
0.051959485,1.0
0.052003518,1.0
0.052047554,1.0
0.052091587,1.0
0.05213562,1.0
0.052179653,1.0
0.052223686,1.0
0.05226772,1.0
0.052311752,1.0
0.05235579,1.0
0.05239982,1.0
0.052443855,1.0
0.052487887,1.0
0.05253192,1.0
0.052575953,1.0
0.052619986,1.0
0.052664023,1.0
0.052708056,1.0
0.05275209,1.0
0.05279612,1.0
0.052840155,1.0
0.052884188,1.0
0.05292822,1.0
0.052972257,1.0
0.05301629,1.0
0.053060323,1.0
0.053104356,1.0
0.05314839,1.0
0.05319242,1.0
0.053236455,1.0
0.05328049,1.0
0.053324524,1.0
0.053368557,1.0
0.05341259,1.0
0.053456623,1.0
0.053500656,1.0
0.05354469,1.0
0.053588726,1.0
0.05363276,1.0
0.05367679,1.0
0.053720824,1.0
0.053764857,1.0
0.05380889,1.0
0.053852923,1.0
0.05389696,1.0
0.053940993,1.0
0.053985026,1.0
0.05402906,1.0
0.05407309,1.0
0.054117125,1.0
0.054161157,1.0
0.054205194,1.0
0.054249227,1.0
0.05429326,1.0
0.054337293,1.0
0.054381326,1.0
0.05442536,1.0
0.05446939,1.0
0.05451343,1.0
0.05455746,1.0
0.054601494,1.0
0.054645527,1.0
0.05468956,1.0
0.054733593,1.0
0.054777626,1.0
0.054821663,1.0
0.054865696,1.0
0.05490973,1.0
0.05495376,1.0
0.054997794,1.0
0.055041827,1.0
0.05508586,1.0
0.055129897,1.0
0.05517393,1.0
0.055217963,1.0
0.055261996,1.0
0.05530603,1.0
0.05535006,1.0
0.055394094,1.0
0.05543813,1.0
0.055482164,1.0
0.055526197,1.0
0.05557023,1.0
0.055614263,1.0
0.055658296,1.0
0.05570233,1.0
0.055746365,1.0
0.0557904,1.0
0.05583443,1.0
0.055878464,1.0
0.055922497,1.0
0.05596653,1.0
0.056010563,1.0
0.0560546,1.0
0.056098633,1.0
0.056142665,1.0
0.0561867,1.0
0.05623073,1.0
0.056274764,1.0
0.056318797,1.0
0.05636283,1.0
0.056406867,1.0
0.0564509,1.0
0.056494933,1.0
0.056538966,1.0
0.056583,1.0
0.05662703,1.0
0.056671064,1.0
0.0567151,1.0
0.056759134,1.0
0.056803167,1.0
0.0568472,1.0
0.056891233,1.0
0.056935266,1.0
0.0569793,1.0
0.057023335,1.0
0.05706737,1.0
0.0571114,1.0
0.057155434,1.0
0.057199467,1.0
0.0572435,1.0
0.057287533,1.0
0.05733157,1.0
0.057375602,1.0
0.057419635,1.0
0.05746367,1.0
0.0575077,1.0
0.057551734,1.0
0.057595767,1.0
0.057639804,1.0
0.057683837,1.0
0.05772787,1.0
0.057771903,1.0
0.057815935,1.0
0.05785997,1.0
0.057904,1.0
0.057948038,1.0
0.05799207,1.0
0.058036104,1.0
0.058080137,1.0
0.05812417,1.0
0.058168203,1.0
0.058212236,1.0
0.058256272,1.0
0.058300305,1.0
0.058344338,1.0
0.05838837,1.0
0.058432404,1.0
0.058476437,1.0
0.05852047,1.0
0.058564506,1.0
0.05860854,1.0
0.058652572,1.0
0.058696605,1.0
0.05874064,1.0
0.05878467,1.0
0.058828704,1.0
0.05887274,1.0
0.058916774,1.0
0.058960807,1.0
0.05900484,1.0
0.059048872,1.0
0.059092905,1.0
0.05913694,1.0
0.059180975,1.0
0.059225008,1.0
0.05926904,1.0
0.059313074,1.0
0.059357107,1.0
0.05940114,1.0
0.059445173,1.0
0.05948921,1.0
0.059533242,1.0
0.059577275,1.0
0.059621308,1.0
0.05966534,1.0
0.059709374,1.0
0.059753407,1.0
0.059797443,1.0
0.059841476,1.0
0.05988551,1.0
0.059929542,1.0
0.059973575,1.0
0.060017608,1.0
0.06006164,1.0
0.060105678,1.0
0.06014971,1.0
0.060193744,1.0
0.060237776,1.0
0.06028181,1.0
0.060325842,1.0
0.060369875,1.0
0.060413912,1.0
0.060457945,1.0
0.060501978,1.0
0.06054601,1.0
0.060590044,1.0
0.060634077,1.0
0.06067811,1.0
0.060722146,1.0
0.06076618,1.0
0.060810212,1.0
