Time,GPIO6
0.0,1.0
4.4033462E-5,1.0
8.8066925E-5,1.0
1.321004E-4,1.0
1.7613385E-4,1.0
2.201673E-4,1.0
2.642008E-4,1.0
3.0823424E-4,1.0
3.522677E-4,1.0
3.9630115E-4,1.0
4.403346E-4,1.0
4.843681E-4,1.0
5.284016E-4,1.0
5.7243503E-4,1.0
6.164685E-4,1.0
6.6050194E-4,1.0
7.045354E-4,1.0
7.4856885E-4,1.0
7.926023E-4,1.0
8.3663577E-4,1.0
8.806692E-4,1.0
9.2470273E-4,1.0
9.687362E-4,1.0
0.0010127696,1.0
0.0010568032,1.0
0.0011008366,1.0
0.0011448701,1.0
0.0011889035,1.0
0.001232937,1.0
0.0012769704,1.0
0.0013210039,1.0
0.0013650373,1.0
0.0014090708,1.0
0.0014531043,1.0
0.0014971377,1.0
0.0015411712,1.0
0.0015852046,1.0
0.0016292381,1.0
0.0016732715,1.0
0.001717305,1.0
0.0017613384,1.0
0.001805372,1.0
0.0018494055,1.0
0.0018934389,1.0
0.0019374724,1.0
0.001981506,1.0
0.0020255393,1.0
0.0020695727,1.0
0.0021136063,1.0
0.0021576397,1.0
0.002201673,1.0
0.0022457065,1.0
0.0022897401,1.0
0.0023337735,1.0
0.002377807,1.0
0.0024218403,1.0
0.002465874,1.0
0.0025099074,1.0
0.0025539408,1.0
0.0025979744,1.0
0.0026420078,1.0
0.0026860412,1.0
0.0027300746,1.0
0.0027741082,1.0
0.0028181416,1.0
0.002862175,1.0
0.0029062086,1.0
0.002950242,1.0
0.0029942754,1.0
0.0030383088,1.0
0.0030823424,1.0
0.0031263758,1.0
0.0031704092,1.0
0.0032144429,1.0
0.0032584763,1.0
0.0033025097,1.0
0.003346543,1.0
0.0033905767,1.0
0.00343461,1.0
0.0034786435,1.0
0.0035226769,1.0
0.0035667105,1.0
0.003610744,1.0
0.0036547773,1.0
0.003698811,1.0
0.0037428443,1.0
0.0037868777,1.0
0.0038309111,1.0
0.0038749448,1.0
0.0039189784,1.0
0.003963012,1.0
0.004007045,1.0
0.0040510786,1.0
0.004095112,1.0
0.0041391454,1.0
0.004183179,1.0
0.0042272126,1.0
0.004271246,1.0
0.0043152794,1.0
0.004359313,1.0
0.004403346,1.0
0.0044473796,1.0
0.004491413,1.0
0.0045354464,1.0
0.0045794803,1.0
0.0046235137,1.0
0.004667547,1.0
0.0047115805,1.0
0.004755614,1.0
0.0047996473,1.0
0.0048436807,1.0
0.0048877145,1.0
0.004931748,1.0
0.0049757813,1.0
0.0050198147,1.0
0.005063848,1.0
0.0051078815,1.0
0.005151915,1.0
0.0051959488,1.0
0.005239982,1.0
0.0052840156,1.0
0.005328049,1.0
0.0053720823,1.0
0.0054161157,1.0
0.005460149,1.0
0.005504183,1.0
0.0055482164,1.0
0.00559225,1.0
0.005636283,1.0
0.0056803166,1.0
0.00572435,1.0
0.0057683834,1.0
0.0058124173,1.0
0.0058564506,1.0
0.005900484,1.0
0.0059445174,1.0
0.005988551,1.0
0.0060325842,1.0
0.0060766176,1.0
0.0061206515,1.0
0.006164685,1.0
0.0062087183,1.0
0.0062527517,1.0
0.006296785,1.0
0.0063408185,1.0
0.006384852,1.0
0.0064288857,1.0
0.006472919,1.0
0.0065169525,1.0
0.006560986,1.0
0.0066050193,1.0
0.0066490527,1.0
0.006693086,1.0
0.00673712,1.0
0.0067811534,1.0
0.006825187,1.0
0.00686922,1.0
0.0069132536,1.0
0.006957287,1.0
0.0070013204,1.0
0.0070453538,1.0
0.0070893876,1.0
0.007133421,1.0
0.0071774544,1.0
0.007221488,1.0
0.007265521,1.0
0.0073095546,1.0
0.007353588,1.0
0.007397622,1.0
0.0074416553,1.0
0.0074856887,1.0
0.007529722,1.0
0.0075737555,1.0
0.007617789,1.0
0.0076618223,1.0
0.007705856,1.0
0.0077498895,1.0
0.007793923,1.0
0.007837957,1.0
0.00788199,1.0
0.007926024,1.0
0.0079700565,1.0
0.00801409,1.0
0.008058123,1.0
0.008102157,1.0
0.008146191,1.0
0.008190224,1.0
0.008234258,1.0
0.008278291,1.0
0.008322325,1.0
0.008366358,1.0
0.008410391,1.0
0.008454425,1.0
0.008498458,1.0
0.008542492,1.0
0.008586525,1.0
0.008630559,1.0
0.008674592,1.0
0.008718626,1.0
0.008762659,1.0
0.008806692,1.0
0.008850726,1.0
0.008894759,1.0
0.008938793,1.0
0.008982826,1.0
0.00902686,1.0
0.009070893,1.0
0.009114927,1.0
0.009158961,1.0
0.0092029935,1.0
0.009247027,1.0
0.00929106,1.0
0.009335094,1.0
0.009379127,1.0
0.009423161,1.0
0.009467195,1.0
0.009511228,1.0
0.009555262,1.0
0.0095992945,1.0
0.009643328,1.0
0.009687361,1.0
0.009731395,1.0
0.009775429,1.0
0.009819462,1.0
0.009863496,1.0
0.009907529,1.0
0.009951563,1.0
0.009995596,1.0
0.010039629,1.0
0.010083663,1.0
0.010127696,1.0
0.01017173,1.0
0.010215763,1.0
0.010259797,1.0
0.01030383,1.0
0.010347864,1.0
0.0103918975,1.0
0.01043593,1.0
0.010479964,1.0
0.010523997,1.0
0.010568031,1.0
0.010612064,1.0
0.010656098,1.0
0.010700132,1.0
0.010744165,1.0
0.010788199,1.0
0.0108322315,1.0
0.010876265,1.0
0.010920298,1.0
0.010964332,1.0
0.011008366,1.0
0.011052399,1.0
0.011096433,1.0
0.011140466,1.0
0.0111845,1.0
0.0112285325,1.0
0.011272566,1.0
0.0113166,1.0
0.011360633,1.0
0.011404667,1.0
0.0114487,1.0
0.011492734,1.0
0.011536767,1.0
0.011580801,1.0
0.0116248345,1.0
0.011668867,1.0
0.011712901,1.0
0.011756934,1.0
0.011800968,1.0
0.011845001,1.0
0.011889035,1.0
0.011933069,1.0
0.011977102,1.0
0.012021136,1.0
0.0120651685,1.0
0.012109202,1.0
0.012153235,1.0
0.012197269,1.0
0.012241303,1.0
0.012285336,1.0
0.01232937,1.0
0.012373403,1.0
0.012417437,1.0
0.0124614695,1.0
0.012505503,1.0
0.012549537,1.0
0.01259357,1.0
0.012637604,1.0
0.012681637,1.0
0.012725671,1.0
0.012769704,1.0
0.012813738,1.0
0.0128577715,1.0
0.012901804,1.0
0.012945838,1.0
0.012989871,1.0
0.013033905,1.0
0.013077938,1.0
0.013121972,1.0
0.013166006,1.0
0.013210039,1.0
0.0132540725,1.0
0.013298105,1.0
0.013342139,1.0
0.013386172,1.0
0.013430206,1.0
0.01347424,1.0
0.013518273,1.0
0.013562307,1.0
0.01360634,1.0
0.013650374,1.0
0.0136944065,1.0
0.01373844,1.0
0.013782474,1.0
0.013826507,1.0
0.013870541,1.0
0.013914574,1.0
0.013958608,1.0
0.014002641,1.0
0.014046675,1.0
0.0140907075,1.0
0.014134741,1.0
0.014178775,1.0
0.014222808,1.0
0.014266842,1.0
0.014310875,1.0
0.014354909,1.0
0.014398942,1.0
0.014442976,1.0
0.0144870095,1.0
0.014531042,1.0
0.014575076,1.0
0.014619109,1.0
0.014663143,1.0
0.014707176,1.0
0.01475121,1.0
0.014795244,1.0
0.014839277,1.0
0.0148833105,1.0
0.014927343,1.0
0.014971377,1.0
0.01501541,1.0
0.015059444,1.0
0.015103478,1.0
0.015147511,1.0
0.015191545,1.0
0.015235578,1.0
0.015279612,1.0
0.0153236445,1.0
0.015367678,1.0
0.015411712,1.0
0.015455745,1.0
0.015499779,1.0
0.015543812,1.0
0.015587846,1.0
0.015631879,1.0
0.015675914,1.0
0.015719946,1.0
0.01576398,1.0
0.015808012,1.0
0.015852047,1.0
0.01589608,1.0
0.015940113,1.0
0.015984148,1.0
0.01602818,1.0
0.016072214,1.0
0.016116247,1.0
0.016160281,1.0
0.016204314,1.0
0.016248347,1.0
0.016292382,1.0
0.016336415,1.0
0.016380448,1.0
0.01642448,1.0
0.016468516,1.0
0.016512549,1.0
0.016556581,1.0
0.016600616,1.0
0.01664465,1.0
0.016688682,1.0
0.016732715,1.0
0.01677675,1.0
0.016820783,1.0
0.016864816,1.0
0.01690885,1.0
0.016952883,1.0
0.016996916,1.0
0.01704095,1.0
0.017084984,1.0
0.017129017,1.0
0.01717305,1.0
0.017217083,1.0
0.017261118,1.0
0.01730515,1.0
0.017349184,1.0
0.017393218,1.0
0.017437251,1.0
0.017481284,1.0
0.017525317,1.0
0.017569352,1.0
0.017613385,1.0
0.017657418,1.0
0.017701453,1.0
0.017745486,1.0
0.017789518,1.0
0.017833551,1.0
0.017877586,1.0
0.01792162,1.0
0.017965652,1.0
0.018009687,1.0
0.01805372,1.0
0.018097753,1.0
0.018141786,1.0
0.01818582,1.0
0.018229853,1.0
0.018273886,1.0
0.018317921,1.0
0.018361954,1.0
0.018405987,1.0
0.01845002,1.0
0.018494055,1.0
0.018538088,1.0
0.01858212,1.0
0.018626155,1.0
0.018670188,1.0
0.018714221,1.0
0.018758254,1.0
0.018802289,1.0
0.018846322,1.0
0.018890355,1.0
0.01893439,1.0
0.018978423,1.0
0.019022455,1.0
0.019066488,1.0
0.019110523,1.0
0.019154556,1.0
0.019198589,1.0
0.019242624,1.0
0.019286657,1.0
0.01933069,1.0
0.019374723,1.0
0.019418757,1.0
0.01946279,1.0
0.019506823,1.0
0.019550858,1.0
0.019594891,1.0
0.019638924,1.0
0.019682957,1.0
0.019726992,1.0
0.019771025,1.0
0.019815058,1.0
0.019859092,1.0
0.019903125,1.0
0.019947158,1.0
0.019991191,1.0
0.020035226,1.0
0.020079259,1.0
0.020123292,1.0
0.020167327,1.0
0.02021136,1.0
0.020255392,1.0
0.020299425,1.0
0.02034346,1.0
0.020387493,1.0
0.020431526,1.0
0.02047556,1.0
0.020519594,1.0
0.020563627,1.0
0.02060766,1.0
0.020651694,1.0
0.020695727,1.0
0.02073976,1.0
0.020783795,1.0
0.020827828,1.0
0.02087186,1.0
0.020915894,1.0
0.020959929,1.0
0.021003962,1.0
0.021047994,1.0
0.02109203,1.0
0.021136062,1.0
0.021180095,1.0
0.021224128,1.0
0.021268163,1.0
0.021312196,1.0
0.021356229,1.0
0.021400264,1.0
0.021444296,1.0
0.02148833,1.0
0.021532362,1.0
0.021576397,1.0
0.02162043,1.0
0.021664463,1.0
